	System_index	System_name	Genes	Selection_pressure	p	q	Model_input	Rank_of_model_input	Mutation_count
251	18339	GO:0002080	SPACA1,CAV1,ATP8B3,ACRBP,TMEM190,TRIP11,FAM170B,CD46,SERPINA5,ZPBP,TMEM225,HYAL3,PCSK4,PLA1A,TEKT3,SPACA3,CCDC136,CAV2,RND2,BSG,FLOT2,SUN1,EQTN	0.000052	0.1449	0.6952	0.597|0.568|0.464|0.427|0.427|0.423|0.245|0.233|0.174|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	543|614|1033|1185|1185|1204|2480|2588|3184|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	7|5|10|7|4|14|4|5|5|2|2|1|2|5|2|2|11|0|1|1|3|4|2
252	18357	GO:0005578	115 genes including: COL4A5,LINGO2,COL24A1,COL12A1,BCAN,COL1A2,TLR3,COL23A1,COL14A1,VCAN,COL11A1,GPLD1,GFOD2,LRIG3,COL4A3,MATN2,HPSE,LRRTM1,COL1A1,COL8A1,COL10A1,COL19A1,COL17A1,COL4A6,LRRN1	0.000270	0.1458	0.6967	0.787|0.766|0.716|0.679|0.669|0.646|0.646|0.559|0.516|0.513|0.484|0.48|0.471|0.427|0.409|0.378|0.369|0.362|0.341|0.321|0.302|0.297|0.272|0.254|0.254	234|253|308|369|383|429|429|640|799|811|947|962|1000|1185|1294|1477|1525|1580|1721|1868|2010|2043|2253|2397|2397	18|12|12|26|11|14|10|7|22|20|17|8|5|10|16|10|6|7|12|8|6|15|12|16|7
253	19712	GO:1990023	CENPE,MAP10,HNRNPU,EML1,AURKB,NUMA1,RCC2,KIF20B,CTTN,MAP9,KIF18B,OR2A4,KIF18A	0.000010	0.1464	0.6968	0.867|0.447|0.233|0.186|0.15|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	156|1090|2588|3064|3449|18217|18217|18217|18217|18217|18217|18217|18217	25|9|8|7|2|12|2|9|2|4|2|3|5
254	19189	GO:0043083	DNM3,PRSS12,CDH8,GRIN1,COLQ,LAMB2,LAMA5,ADGRB3,C1QL1,ACHE	0.000033	0.1485	0.7023	0.653|0.239|0.235|0.142|0.133|0.007|0.0|0.0|0.0|0.0	412|2523|2564|3546|3647|5224|18217|18217|18217|18217	14|7|12|4|4|12|9|0|0|3
255	18276	GO:0000784	121 genes including: BRCA2,ORC2,MEN1,SLX4,ORC1,MCM7,CDC73,PHF12,ATRX,TOX4,HIST1H4L,HIST1H4J,HAT1,HIST1H2BB,XRCC1,MSH2,H3F3A,DDB1,HIST3H3,TERF2IP,ATM,ERCC1,HIST1H2AA,WDR82,H2AFY2	0.000022	0.1487	0.7023	1.688|0.848|0.833|0.776|0.714|0.695|0.614|0.52|0.496|0.493|0.469|0.468|0.44|0.407|0.371|0.36|0.347|0.337|0.326|0.298|0.273|0.271|0.269|0.269|0.268	14|172|184|245|312|345|492|778|883|895|1012|1018|1121|1312|1517|1593|1676|1749|1830|2036|2240|2260|2276|2276|2285	29|10|11|13|11|10|9|11|24|8|4|4|6|4|6|7|3|11|3|4|25|4|3|4|4
256	19655	GO:0099056	CDH9,ADORA1,ADORA2A,CDH2	0.000011	0.1523	0.7137	0.449|0.256|0.138|0.0	1081|2374|3589|18217	13|4|3|3
257	18326	GO:0001725	54 genes including: MYH9,ACTN4,MYH7,ROR1,DAAM1,XIRP1,VANGL2,MST1R,MYH10,LIMA1,PTK2,SEPT12,TPM3,DCTN4,PDLIM4,ABLIM3,FHL3,MYL12B,FLNB,TPM1,TPM4,LIMCH1,SORBS1,ILK,FSCN1	0.000003	0.1523	0.7137	1.609|0.847|0.755|0.656|0.635|0.561|0.556|0.482|0.386|0.333|0.312|0.282|0.255|0.225|0.198|0.132|0.116|0.077|0.075|0.0|0.0|0.0|0.0|0.0|0.0	18|173|261|406|444|634|648|952|1427|1777|1933|2161|2381|2661|2935|3665|3840|4279|4305|18217|18217|18217|18217|18217|18217	30|12|22|12|10|13|8|6|15|10|10|4|5|5|4|6|3|2|21|3|4|6|9|4|1
258	19166	GO:0042612	MR1,B2M,HLA-E,HLA-F,HLA-G,HLA-B	0.000009	0.1542	0.7198	0.68|0.327|0.013|0.0|0.0|0.0	367|1823|5136|18217|18217|18217	8|3|3|3|3|2
259	19157	GO:0042582	154 genes including: GLA,LPCAT1,GUSB,CD68,FAF2,VNN1,ACPP,CCT2,GLB1,DNAJC3,PRDX6,PIGR,SERPINB3,ACLY,PADI2,TXNDC5,CPNE1,VAPA,PSMD1,ARSB,CEACAM8,STK11IP,PA2G4,SNAP23,STX3	0.000008	0.1560	0.7254	0.592|0.569|0.553|0.55|0.547|0.538|0.536|0.496|0.489|0.427|0.38|0.363|0.352|0.339|0.326|0.305|0.298|0.295|0.285|0.276|0.274|0.269|0.263|0.262|0.26	555|609|657|668|676|711|721|883|918|1185|1461|1571|1637|1736|1830|1982|2036|2059|2137|2222|2234|2276|2328|2332|2348	8|7|7|6|7|7|9|7|6|7|4|9|6|9|6|7|6|4|10|5|4|9|4|3|4
260	18669	GO:0017059	ORMDL1,SPTLC2,SPTSSA,SPTSSB,SPTLC1,ORMDL2,ORMDL3,SPTLC3	0.000010	0.1566	0.7254	0.201|0.101|0.083|0.038|0.0|0.0|0.0|0.0	2901|4006|4202|4800|18217|18217|18217|18217	2|5|1|1|3|0|1|3
261	18618	GO:0015629	487 genes including: CDH1,MYH9,TTN,MYO18B,SHROOM2,CDC42BPA,MYO6,MYO7B,ACTN4,SAMD14,MYO10,MYH7,ZNF268,FHOD3,TNNI3,EEF1A1,PPP1R9A,ROR1,DAAM1,CASK,SPTA1,CTTNBP2NL,ACTG2,MARK2,ACTG1	0.000017	0.1577	0.7259	3.233|1.609|1.49|1.032|0.956|0.948|0.932|0.868|0.847|0.835|0.833|0.755|0.753|0.744|0.703|0.675|0.661|0.656|0.635|0.633|0.629|0.629|0.609|0.609|0.6	4|18|21|80|113|117|122|155|173|180|184|261|262|278|327|377|400|406|444|449|458|458|505|505|532	127|30|189|27|17|19|14|21|12|9|25|22|8|16|7|10|15|12|10|12|53|7|7|9|6
262	18830	GO:0031226	1609 genes including: ERBB2,MYH9,AKAP9,ERBB3,MUC4,GRID2,GRIN2A,PCDH19,TLR4,SCN10A,IL1RAP,PCDH15,CHRNB2,NOTCH2,ACVR2A,PCDH11X,SLC39A12,GRIK1,NLGN3,CXCR3,ADCY9,SELP,SCN11A,RNF43,KCNK18	0.000002	0.1579	0.7259	1.61|1.609|1.37|1.214|1.15|1.073|1.048|0.969|0.966|0.925|0.916|0.888|0.865|0.856|0.849|0.846|0.841|0.836|0.83|0.821|0.819|0.809|0.799|0.787|0.784	17|18|27|42|51|67|77|108|109|123|129|142|158|162|171|174|176|179|187|193|200|212|220|234|237	30|30|30|20|46|14|22|18|17|23|12|26|10|26|11|17|9|16|13|9|16|13|18|10|10
263	18765	GO:0030672	89 genes including: SYN1,SYT2,SYP,STX1A,SVOP,SLC17A5,SYT9,MCTP2,AMPH,SYNGR4,SLC17A6,LAMP5,OR13F1,SLC17A7,PRRT2,OR5T1,SNAPIN,SYT11,SV2A,RAB35,UNC13C,SYT12,RPH3A,SYT5,OR56A4	0.000004	0.1611	0.7363	0.818|0.676|0.585|0.574|0.481|0.458|0.421|0.337|0.313|0.236|0.218|0.213|0.21|0.2|0.182|0.17|0.168|0.165|0.137|0.136|0.133|0.129|0.125|0.12|0.115	201|375|568|600|959|1052|1216|1749|1920|2552|2725|2778|2806|2913|3104|3225|3252|3290|3603|3621|3647|3691|3739|3796|3854	10|9|7|6|7|6|7|11|8|3|7|4|4|5|4|5|2|5|8|2|24|3|7|4|4
264	18992	GO:0033162	GPR143,DCT,SLC45A2,TYR,RAB38,OCA2,RAB32,RAB7A,DTNBP1,TH,TYRP1,RAB27A	0.000031	0.1614	0.7363	0.494|0.366|0.274|0.199|0.058|0.0|0.0|0.0|0.0|0.0|0.0|0.0	892|1553|2234|2923|4506|18217|18217|18217|18217|18217|18217|18217	6|6|7|7|2|4|0|1|3|2|10|2
265	19437	GO:0071012	CWC22,CWC27,RBM22,PRPF19	0.000001	0.1620	0.7363	0.185|0.07|0.0|0.0	3077|4356|18217|18217	6|5|2|2
266	19197	GO:0043198	36 genes including: MAP1A,APP,ARHGEF2,MAP2,SLC12A5,PSEN2,SYNGAP1,SLC8A1,FLNA,PRKAR2B,GPER1,CNIH3,NSF,LPAR1,INPP5J,BAIAP2,NLGN1,SEZ6,ZMYND8,ILK,EPHA4,DLG3,JPH4,KIRREL1,KIRREL3	0.000027	0.1651	0.7429	1.064|0.538|0.536|0.459|0.447|0.376|0.372|0.365|0.338|0.29|0.255|0.126|0.072|0.053|0.05|0.042|0.006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	71|711|721|1050|1090|1492|1505|1559|1741|2100|2381|3726|4335|4579|4621|4741|5232|18217|18217|18217|18217|18217|18217|18217|18217	27|12|10|19|11|6|7|12|20|5|4|2|3|3|4|4|6|3|11|4|9|4|2|0|4
267	19239	GO:0044232	PIK3R4,ESYT3,FATE1,SERAC1,STARD3,PLEKHF1,STX17,RAB38,ATG14,PLEKHF2,TOMM20,ESYT2,CANX,STARD3NL,ZFYVE1,RAB32,ATG5,PDZD8,ACSL4	0.000011	0.1654	0.7429	0.428|0.292|0.279|0.113|0.111|0.083|0.073|0.058|0.009|0.002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1177|2086|2193|3880|3900|4202|4324|4506|5192|5293|18217|18217|18217|18217|18217|18217|18217|18217|18217	10|9|3|6|4|2|4|2|3|3|0|3|3|1|4|0|2|4|7
268	18291	GO:0000803	29 genes including: SUZ12,H3F3A,H2AFY2,HNRNPU,H3F3B,EED,UBE2A,RNF2,SMCHD1,UBE2B,PCGF3,PCGF2,PBX4,PCGF5,SUMO1,SMC5,SMC6,DMRTC2,DNMT3A,H2AFX,H2AFY,MAEL,SIN3B,CDK2,PLK4	0.000001	0.1654	0.7429	0.603|0.347|0.268|0.233|0.186|0.161|0.152|0.152|0.123|0.106|0.104|0.091|0.053|0.034|0.011|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	522|1676|2285|2588|3064|3334|3429|3429|3757|3953|3971|4115|4579|4851|5169|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|3|4|8|2|4|2|3|14|2|2|3|3|2|1|8|10|2|8|0|2|6|7|2|7
269	18292	GO:0000805	H3F3A,H2AFY2,H3F3B,SMCHD1,PCGF3,PCGF5,H2AFY,SIN3B,CDK2	0.000004	0.1659	0.7429	0.347|0.268|0.186|0.123|0.104|0.034|0.0|0.0|0.0	1676|2285|3064|3757|3971|4851|18217|18217|18217	3|4|2|14|2|2|2|7|2
270	18219	GO:0000109	SLX4,XPC,XRCC1,ERCC1,RAD23B,ERCC3,XPA,POLD1,EFCAB11,ERCC4,ERCC8,CETN2,CETN3	0.000004	0.1668	0.7436	0.776|0.588|0.371|0.271|0.233|0.11|0.0|0.0|0.0|0.0|0.0|0.0|0.0	245|564|1517|2260|2588|3913|18217|18217|18217|18217|18217|18217|18217	13|10|6|4|4|6|1|6|1|5|1|1|1
271	18710	GO:0030057	DSP,POF1B,PKP2,PERP,PKP1,DSC3,DSG4,PNN,DSG1,DSG2,DSG3,JAM3,PKP3,PKP4,EVPL,JUP,UBA1,KAZN,B4GALT1,CDSN,KLHL24,PPL,TCHP,DSC1,DSC2	0.000031	0.1673	0.7436	0.475|0.455|0.436|0.409|0.211|0.205|0.158|0.105|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	981|1055|1138|1294|2797|2856|3362|3962|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	19|8|9|4|7|7|8|7|5|2|6|1|4|9|11|4|7|0|2|1|5|6|3|8|9
272	19244	GO:0044295	KIF5B,FMR1,TRAK2,KIF5C,FLRT3,TRPV2,HSP90AA1,BOC,OLFM1,COBL,SHTN1,TRAK1,EPHA4,TIAM1,L1CAM,GPM6A,HSP90AB1,TAOK2,PTCH1,RTN4R,PARD3,CYFIP1,C9orf72,MAPK8IP1,FKBP4	0.000016	0.1686	0.7448	0.774|0.694|0.535|0.498|0.43|0.352|0.166|0.102|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	247|346|726|872|1165|1637|3276|3992|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	12|12|9|12|8|8|6|7|2|7|0|4|9|5|10|1|8|6|11|3|7|12|3|3|2
273	18720	GO:0030124	AP4M1,AP4S1,TEPSIN,AP4B1,AP4E1	0.000016	0.1688	0.7448	0.558|0.254|0.0|0.0|0.0	645|2397|18217|18217|18217	7|3|0|4|8
274	18766	GO:0030673	ROBO2,ADORA1,KCNH1,KCNC2,EPB41L3,ADORA2A,MAPT,CNTNAP2,CHRNA7,KCNJ11,THY1,NRG1,MYO1D,KCNC1,SPTBN1,ANK1,SLC1A2	0.000011	0.1699	0.7469	0.419|0.256|0.244|0.23|0.181|0.138|0.132|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1224|2374|2491|2616|3112|3589|3665|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	11|4|11|8|12|3|7|11|2|2|0|5|5|3|9|18|3
275	19578	GO:0097524	ABHD2,GPX5,ADAM30,EPPIN,HSP90AB1,CCR6,EPPIN-WFDC6,LYZL6	0.000021	0.1717	0.7487	0.334|0.244|0.158|0.067|0.0|0.0|0.0|0.0	1771|2491|3362|4395|18217|18217|18217|18217	5|3|6|2|8|2|0|1
276	18945	GO:0032420	45 genes including: USH2A,PCDH15,EPS8,GRXCR1,HOMER2,MPP1,TMC2,PDZD7,MYO7A,TSPEAR,PAFAH1B1,RHOC,GRXCR2,MORN4,DOCK4,SLC9A3R1,ESPN,LOXHD1,TRIOBP,RIPOR2,CIB2,ATP8B1,TPRN,BBS2,CDH23	0.000006	0.1719	0.7487	1.101|0.888|0.706|0.639|0.515|0.459|0.391|0.391|0.351|0.208|0.196|0.161|0.14|0.125|0.088|0.071|0.038|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	59|142|323|437|804|1050|1393|1393|1646|2822|2950|3334|3570|3739|4139|4343|4800|18217|18217|18217|18217|18217|18217|18217|18217	61|26|11|7|6|7|13|6|19|8|4|3|3|2|18|3|6|15|9|0|2|6|0|5|18
277	18295	GO:0000812	SRCAP,BRD8,ANP32E,ZNHIT1,ING3,AC106886.5,YEATS4,EP400,TRRAP,KAT5,RUVBL1,RUVBL2	0.000008	0.1722	0.7487	1.223|0.437|0.272|0.129|0.127|0.0|0.0|0.0|0.0|0.0|0.0|0.0	41|1134|2253|3691|3713|18217|18217|18217|18217|18217|18217|18217	27|10|5|2|3|0|1|13|16|1|2|2
278	19444	GO:0071141	SMAD4,SMAD2,SMAD3,SMAD9,SMAD1,HMGA2,SMAD5	0.000022	0.1729	0.7487	0.599|0.413|0.221|0.012|0.0|0.0|0.0	537|1260|2696|5153|18217|18217|18217	9|6|5|4|2|1|1
279	18620	GO:0015934	116 genes including: MRPL20,MRPL2,MRPL18,RPL18A,RSL1D1,RPL13A,RPL26,MRPL47,RPL12,RPL10,MRPL40,RPL19,RPL22,MRPL46,MRPL38,RPL37A,RPL35,RPL23,RPL3L,MRPL30,MRPL51,MRPL9,SURF6,MRPL48,RPL23A	0.000010	0.1734	0.7487	0.496|0.462|0.44|0.409|0.387|0.378|0.322|0.318|0.306|0.299|0.263|0.26|0.247|0.245|0.237|0.22|0.201|0.198|0.196|0.193|0.192|0.191|0.186|0.179|0.149	883|1040|1121|1294|1420|1477|1862|1892|1972|2026|2328|2348|2459|2480|2541|2705|2901|2935|2950|2985|3005|3011|3064|3135|3464	4|5|4|4|5|4|3|4|3|4|3|3|3|4|5|2|2|2|4|2|2|3|3|3|2
280	18771	GO:0030686	29 genes including: PES1,TBL3,RSL1D1,BTRC,HEATR1,MPHOSPH10,NOP14,IMP4,WDR36,WDR37,WDR12,SRFBP1,NOC2L,PWP2,NOC4L,NOL6,UTP18,IMP3,BMS1,LOC102724159,KRI1,FBXW9,UTP20,UTP4,UTP6	0.000019	0.1751	0.7534	0.496|0.389|0.387|0.349|0.222|0.185|0.175|0.114|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	883|1412|1420|1658|2687|3077|3173|3868|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	6|7|5|6|16|6|5|3|3|2|2|2|3|5|3|7|5|0|6|0|5|2|18|0|2
281	18281	GO:0000791	32 genes including: TBP,HSF1,TRIM28,H2AFZ,ALKBH1,PPARGC1A,DNTT,CBX3,KLF4,JUN,RNF2,TRIM24,H3F3C,CTNNB1,UHRF1,RBMX,NR1H4,TRNP1,DNMT3A,HIST1H1A,HIST1H1C,HIST1H1D,RRP1B,SIRT1,CBX2	0.000006	0.1767	0.7576	0.51|0.491|0.446|0.42|0.367|0.317|0.301|0.217|0.204|0.153|0.152|0.077|0.006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	824|906|1092|1219|1544|1899|2016|2736|2866|3411|3429|4279|5232|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	6|5|8|4|5|9|7|3|5|4|3|9|1|2|0|3|5|0|8|1|5|2|3|4|0
282	18709	GO:0030056	DST,COL17A1,ITGA6,ERBIN,PLEC,EPPK1,ITGB4	0.000013	0.1784	0.7621	0.819|0.272|0.177|0.0|0.0|0.0|0.0	200|2253|3152|18217|18217|18217|18217	32|12|9|0|15|12|11
283	18303	GO:0000922	154 genes including: NEDD9,STAG2,CCDC155,CKAP2L,NUP62,GPSM2,PPP2CB,TOPBP1,PPP2CA,HSF1,DCTN1,STAG1,VPS4B,MAP10,SMC1A,MAD2L1,RGS14,CEP95,SPAG5,TUBGCP2,CKAP5,CEP19,CKAP2,DLGAP5,ODF2	0.000016	0.1791	0.7624	0.872|0.65|0.599|0.537|0.531|0.518|0.497|0.496|0.492|0.491|0.477|0.469|0.465|0.447|0.441|0.404|0.402|0.402|0.399|0.396|0.394|0.368|0.367|0.352|0.324	151|422|537|714|735|789|874|883|902|906|973|1012|1029|1090|1116|1322|1331|1331|1345|1366|1375|1535|1544|1637|1847	15|18|8|7|6|11|5|13|5|5|9|15|6|9|14|5|5|11|11|10|13|4|8|6|8
284	19298	GO:0044614	RANBP2,GLE1,NUP98,RANGAP1	0.000010	0.1824	0.7738	1.064|0.117|0.076|0.0	71|3833|4292|18217	22|5|12|3
285	18381	GO:0005637	56 genes including: TRA2B,ATP1B4,LRPPRC,FAM169A,PSEN2,TMEM120B,DPY19L4,SUN5,ZMPSTE24,RNF13,TOR1AIP1,LBR,KCNH1,SMAD3,CBX3,DPY19L1,LEMD2,UNC50,P2RX5,TERB2,P2RX2,P2RX3,P2RX4,P2RX6,P2RX1	0.000022	0.1841	0.7782	0.688|0.529|0.436|0.382|0.376|0.374|0.343|0.31|0.265|0.258|0.253|0.25|0.244|0.221|0.217|0.183|0.152|0.071|0.058|0.0|0.0|0.0|0.0|0.0|0.0	360|742|1138|1450|1492|1500|1709|1945|2311|2361|2406|2435|2491|2696|2736|3098|3429|4343|4506|18217|18217|18217|18217|18217|18217	7|6|12|6|6|5|7|5|5|4|5|6|11|5|3|6|4|3|3|0|5|2|2|0|0
286	18965	GO:0032777	EPC1,KAT6B,ING3,KAT6A,KAT5,EPC2,KAT7	0.000010	0.1848	0.7785	0.552|0.41|0.127|0.022|0.0|0.0|0.0	661|1288|3713|5010|18217|18217|18217	9|20|3|13|1|5|4
287	18394	GO:0005662	CDC5L,RPA4,RPA2,BCAS2,RPA3,HELB,RPA1,XPA,PRPF19,PURA,PURB,PLRG1,TONSL,SMARCAL1,WRN	0.000004	0.1863	0.7821	0.413|0.2|0.182|0.173|0.173|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1260|2913|3104|3198|3198|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|3|3|3|2|7|2|1|2|0|1|3|3|7|8
288	19420	GO:0070822	NCOR1,SIN3A,PHF12,HEY2,BRMS1,MORF4L1,HDAC2,SAP130,CSNK2A1,SUDS3,RBBP4,BRMS1L,ING2,SINHCAF,SIN3B,HDAC1	0.000005	0.1882	0.7873	1.987|0.69|0.52|0.389|0.207|0.128|0.054|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	10|359|778|1412|2834|3703|4562|18217|18217|18217|18217|18217|18217|18217|18217|18217	50|13|11|5|3|3|4|5|2|3|1|2|1|0|7|9
289	19286	GO:0044452	181 genes including: FOXA1,NUAK1,FBL,AKNA,CC2D1A,EIF3L,YY1AP1,PES1,UBTF,DAB2,PAX5,DKC1,TBL3,KDM4A,SPATA2,APEX2,MBD6,BTRC,POP5,BTBD10,POLR2F,POLR1A,USO1,ACACA,NOP10	0.000006	0.1892	0.7887	1.82|0.908|0.547|0.536|0.513|0.511|0.496|0.496|0.441|0.43|0.412|0.409|0.389|0.381|0.367|0.362|0.354|0.349|0.345|0.34|0.332|0.33|0.315|0.287|0.281	12|133|676|721|811|820|883|883|1116|1165|1274|1294|1412|1455|1544|1580|1628|1658|1695|1729|1785|1799|1907|2114|2171	31|12|6|11|8|7|8|6|9|10|6|7|7|9|5|7|10|6|3|6|3|14|9|16|2
290	19720	GO:1990124	FMR1,CPEB1,PKP1,CPEB2,LSM1,CPEB3,CPEB4,PKP3,HNRNPA3,AC245033.1	0.000013	0.1907	0.7887	0.694|0.428|0.211|0.046|0.0|0.0|0.0|0.0|0.0|0.0	346|1177|2797|4689|18217|18217|18217|18217|18217|18217	12|7|7|8|0|2|1|4|2|0
291	18511	GO:0005861	TNNI3,TNNT1,TNNT3,TNNC2,TNNC1,TNNI1,TNNI2,TNNT2	0.000011	0.1914	0.7887	0.703|0.236|0.21|0.085|0.0|0.0|0.0|0.0	327|2552|2806|4180|18217|18217|18217|18217	7|4|4|2|0|1|0|1
292	18780	GO:0030868	HSD3B2,PGRMC1,STX17,SVIP,FTCD,TTYH1,HSD3B1	0.000009	0.1922	0.7887	0.451|0.28|0.073|0.039|0.0|0.0|0.0	1070|2180|4324|4783|18217|18217|18217	6|3|4|1|1|3|2
293	18323	GO:0001669	108 genes including: KIAA1210,SPACA1,CAV1,LRGUK,CATSPER3,SKIL,IQCF1,POMT1,ATP8B3,ACRBP,TMEM190,TRIP11,STK31,TBC1D21,CATSPER4,ICA1L,ABHD2,SPACA7,AKAP3,PRKACA,FAM170B,TSSK1B,CD46,CAPN11,SPINK2	0.000052	0.1923	0.7887	0.858|0.597|0.568|0.524|0.507|0.479|0.469|0.465|0.464|0.427|0.427|0.423|0.407|0.38|0.38|0.371|0.334|0.329|0.322|0.272|0.245|0.237|0.233|0.232|0.228	160|543|614|757|843|967|1012|1029|1033|1185|1185|1204|1312|1461|1461|1517|1771|1805|1862|2253|2480|2541|2588|2601|2634	22|7|5|11|7|8|5|5|10|7|4|14|12|6|6|5|5|4|9|6|4|4|5|6|2
294	19368	GO:0061617	CHCHD6,APOOL,APOO,CHCHD3,IMMT,C19orf70,DNAJC11,MINOS1,MINOS1-NBL1	0.000011	0.1931	0.7887	0.32|0.24|0.226|0.051|0.0|0.0|0.0|0.0|0.0	1878|2516|2652|4610|18217|18217|18217|18217|18217	4|4|3|2|5|1|2|0|0
295	19008	GO:0033270	KCNA1,NFASC,NCMAP,SCN2A,EPB41L3,GJC2,CNTNAP1,ERMN,ANKRD9,SPTBN4,KIF13B,MAG,ANK1,ANK2,ANK3,SIRT2	0.000006	0.1931	0.7887	0.728|0.562|0.264|0.23|0.181|0.136|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	299|631|2315|2616|3112|3621|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	10|16|2|22|12|3|9|2|0|14|8|5|18|27|27|3
296	19461	GO:0071565	ARID1A,ARID1B,SMARCA4,ACTL6B,SMARCC2,SMARCA2,SMARCB1,SMARCE1,SS18L1,DPF1,DPF2,DPF3,SMARCC1,SMARCD1,SMARCD3	0.000012	0.1940	0.7897	1.668|0.909|0.798|0.558|0.37|0.242|0.168|0.147|0.0|0.0|0.0|0.0|0.0|0.0|0.0	15|132|221|645|1521|2503|3252|3482|18217|18217|18217|18217|18217|18217|18217	39|21|16|6|10|13|3|3|0|1|3|2|9|3|4
297	19451	GO:0071339	29 genes including: TAF1,HCFC1,HCFC2,KANSL1,PHF20,RBBP5,RNF2,TAF6,KMT2A,MCRS1,KAT8,INO80C,E2F6,MAX,LAS1L,MGA,PELP1,WDR5,TEX10,SENP3,CHD8,TAF4,PRPF31,TAF7,TAF9	0.000009	0.1953	0.7923	1.225|0.743|0.561|0.522|0.403|0.226|0.152|0.117|0.102|0.078|0.063|0.057|0.046|0.028|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	40|279|634|768|1327|2652|3429|3833|3992|4266|4449|4514|4689|4923|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	24|16|10|10|9|5|3|5|22|5|4|2|2|2|7|18|4|2|3|2|19|7|3|1|1
298	18570	GO:0005968	CHML,RABGGTB,CHM,RABGGTA	0.000014	0.2047	0.8277	0.261|0.123|0.0|0.0	2340|3757|18217|18217	6|3|7|2
299	18351	GO:0002199	CCT2,CCT3,CCT7,HSPA1L,CCT8,TCP1,ZPBP2,CCT4,CCT5	0.000005	0.2087	0.8387	0.496|0.415|0.202|0.173|0.148|0.0|0.0|0.0|0.0	883|1249|2885|3198|3477|18217|18217|18217|18217	7|6|5|3|5|2|4|3|2
300	18442	GO:0005757	BAX,VDAC1,SPG7,PPIF	0.000005	0.2088	0.8387	0.403|0.084|0.0|0.0	1327|4193|18217|18217	4|3|5|2
301	18516	GO:0005869	DCTN1,DCTN4,ACTR1A,DCTN6,AC006030.1,ACTR10,DCTN3,DCTN2,ACTR1B	0.000013	0.2096	0.8391	0.477|0.225|0.133|0.1|0.0|0.0|0.0|0.0|0.0	973|2661|3647|4016|18217|18217|18217|18217|18217	9|5|4|2|0|2|0|3|2
302	18892	GO:0031594	61 genes including: MYH9,COL4A5,DLG1,PPP1R9A,SYP,APP,UTRN,MYH10,PSEN2,CDK5,SLC5A7,PRKAR1A,FCHSD1,PRKACA,SYNGR4,MUSK,PTN,SV2A,UNC13C,COLQ,SERPINE2,FCHSD2,P2RX7,CIB2,RAPSN	0.000003	0.2105	0.8399	1.609|0.787|0.704|0.661|0.585|0.538|0.504|0.386|0.376|0.322|0.312|0.297|0.276|0.272|0.236|0.161|0.137|0.137|0.133|0.133|0.099|0.0|0.0|0.0|0.0	18|234|326|400|568|711|851|1427|1492|1862|1933|2043|2222|2253|2552|3334|3603|3603|3647|3647|4030|18217|18217|18217|18217	30|18|16|15|7|12|29|15|6|4|8|5|6|6|3|9|3|8|24|4|4|5|4|2|3
