	brca_diff_log_ps5	luad_diff_log_ps5	ucec_diff_log_ps5	lgg_diff_log_ps5	hnsc_diff_log_ps5	prad_diff_log_ps5	thca_diff_log_ps5	lusc_diff_log_ps5	skcm_diff_log_ps5	stad_diff_log_ps5	ov_diff_log_ps5	blca_diff_log_ps5	gbm_diff_log_ps5	coad_diff_log_ps5	lihc_diff_log_ps5	kirc_diff_log_ps5	cesc_diff_log_ps5	kirp_diff_log_ps5	sarc_diff_log_ps5	laml_diff_log_ps5	esca_diff_log_ps5	pcpg_diff_log_ps5	paad_diff_log_ps5	tgct_diff_log_ps5	read_diff_log_ps5	thym_diff_log_ps5	acc_diff_log_ps5	meso_diff_log_ps5	uvm_diff_log_ps5	kich_diff_log_ps5	ucs_diff_log_ps5	dlbc_diff_log_ps5	chol_diff_log_ps5	pancancer_diff_log_ps5
CHRNA9	0.0	0.06	0.0	0.0	0.0	0.162	0.093	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.323	0.0	0.0	0.0	0.506	0.138	0.0	0.149	0.053	0.0	0.0	0.0	0.223	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNB1	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.524	0.0	0.196	0.0	0.123	0.0	0.0	0.461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNB2	0.865	0.369	1.143	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.077	0.0	0.277	0.031	0.0	0.075	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.122	0.0	0.0
CHRNB3	0.0	0.0	0.0	0.101	0.0	0.0	0.077	0.814	0.0	0.384	0.024	0.0	0.0	0.517	0.159	0.0	0.16	0.028	0.013	0.0	0.0	0.0	0.0	0.0	0.348	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNB4	0.053	0.0	0.742	0.113	0.0	0.0	0.0	0.056	0.0	0.812	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.097	0.315	0.0	0.197	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0
CHRND	0.0	1.12	0.0	0.0	0.12	0.0	0.034	0.0	0.0	0.168	0.0	0.0	0.552	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.298	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.322	0.039	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNG	0.151	0.329	0.0	0.12	0.187	0.109	0.0	0.0	0.0	0.0	0.385	0.0	0.0	0.095	0.0	0.0	0.006	0.027	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST1	0.0	0.469	0.696	0.0	0.162	0.0	0.0	0.212	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.165	0.175	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST10	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.14	0.0	0.0	0.05	0.0	0.0	0.969	0.367	0.07	0.0	0.0	0.211	0.0	0.0	0.0	0.006	0.0	0.218	0.135	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0
CHST11	0.084	0.0	0.0	0.189	0.085	0.322	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.55	0.0	0.142	0.121	0.0	0.0	0.152	0.152	0.0	0.0
CHST12	0.0	0.179	0.0	0.0	0.404	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.015	0.0	0.0	0.041	0.0	0.029	0.167	0.0	0.0	0.0	0.0	0.167	0.0	0.12	0.0	0.0	0.0
CHST13	0.0	0.044	0.3	0.206	0.282	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.11	0.255	0.059	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.1	0.0	0.012	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST15	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.585	0.0	0.0	0.07	0.0	0.277	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST2	0.0	0.78	0.43	0.0	0.332	0.0	0.0	0.106	0.0	0.622	0.0	0.0	0.135	0.016	0.296	0.025	0.0	0.153	0.0	0.0	0.0	0.0	0.055	0.298	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0
CHST3	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.004	0.0	0.116	0.0	0.0	0.0	0.117	0.0	0.0	0.0
CHST4	0.0	0.0	0.0	0.048	0.0	0.006	0.0	0.0	0.0	0.361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.346	0.0	0.0	0.0	0.156	0.0	0.0	0.119	0.0	0.0
CHST5	0.0	0.233	0.0	0.0	0.0	0.0	0.307	0.685	0.0	0.0	0.0	0.0	0.0	0.464	0.0	0.0	0.579	0.208	0.0	0.0	0.0	0.169	0.059	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0
CHST6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635	0.0	0.0	0.0	0.0	0.055	0.491	0.0	0.0	0.002	0.038	0.0	0.309	0.332	0.0	0.236	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.163	0.0	0.0
CHST7	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.056	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST8	0.0	0.0	0.0	0.154	0.345	0.354	0.054	0.0	0.0	0.684	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.331	0.0	0.0	0.0	0.019	0.0	0.086	0.0	0.0	0.0	0.0	0.063	0.0	0.0
CHSY1	0.122	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.01	0.0	0.467	0.0	0.0	0.0	0.001	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHSY3	0.0	0.748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.425	0.024	0.0	0.0	0.0	0.03	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHTF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.092	0.0	0.0	0.055	0.0	0.275	0.0	0.0
CHTF8	0.0	0.0	0.0	0.0	0.007	0.121	0.0	0.18	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.222	0.0	0.142	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHTOP	0.0	0.465	0.686	0.0	0.0	0.0	0.0	0.163	0.0	0.147	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.232	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHUK	0.271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.418	0.0	0.0	0.0	0.0	0.113	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0
CHURC1	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIAO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIAPIN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.252	0.0	0.0	0.0	0.091	0.005	0.016	0.0	0.0	0.067	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0
CIART	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIB1	0.0	0.0	0.0	0.065	0.0	0.107	0.0	0.24	0.0	0.0	0.0	0.0	0.051	0.0	0.098	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIB2	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.128	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIB3	0.0	0.299	0.0	0.093	0.0	0.0	0.0	0.542	0.0	0.197	0.05	0.0	0.207	0.695	0.045	0.141	0.0	0.0	0.27	0.0	0.085	0.0	0.0	0.0	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIB4	0.0	0.231	0.0	0.0	0.0	0.0	0.0	0.264	0.0	0.0	0.0	0.0	0.206	0.0	0.063	0.126	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIC	0.0	0.573	1.38	3.083	0.0	0.0	0.0	0.627	0.0	1.178	0.242	0.0	0.283	1.058	0.0	0.0	0.407	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.124
CIDEA	0.0	0.037	0.348	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.344	0.05	0.094	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.057	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIDEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.095	0.438	0.018	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.169	0.0
CIDEC	0.0	0.0	0.339	0.045	0.0	0.079	0.0	0.455	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.088	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0
CIITA	0.136	0.0	0.0	0.0	0.622	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.688	0.102	0.163	0.191	0.0	0.682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.039	0.0	0.11	0.0	0.0	0.651	0.0	0.0
CILP	0.524	0.0	0.0	0.0	0.324	0.141	0.15	0.0	0.0	0.0	0.276	0.0	0.13	0.432	0.0	0.041	0.279	0.0	0.149	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.023	0.0	0.0	0.0	0.08	0.0	0.0	0.0
CILP2	0.0	0.303	0.0	0.0	0.0	0.0	0.0	0.689	0.0	0.0	0.29	0.0	0.595	0.0	0.584	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CINP	0.055	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0
CIR1	0.311	0.028	0.862	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.153	0.234	0.0	0.0	0.0	0.048	0.119	0.0	0.049	0.101	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0
CIRBP	0.013	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401	0.0	0.134	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.0
CISD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CISD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.0
CISD3	0.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.252	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CISH	0.0	0.0	0.444	0.075	0.0	0.0	0.0	0.0	0.624	0.0	0.203	0.017	0.0	0.0	0.682	0.0	0.0	0.247	0.128	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.012
CIT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.189	0.0	0.0	0.0
CITED1	0.339	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITED2	0.058	0.0	0.0	0.034	0.0	0.084	0.0	0.0	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITED4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIZ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.123	0.122	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKAP2	0.367	0.277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKAP2L	0.537	0.155	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.363	0.0	0.0	0.0	0.0	0.0	0.0	0.315	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKAP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249	0.262	0.0	0.0	0.026	0.139	0.061	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CKAP5	0.394	0.0	0.0	0.0	0.0	0.0	0.0	0.707	0.0	0.0	0.083	0.0	0.0	0.612	0.274	0.337	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.118	0.044	0.0	0.0	0.0	0.0	0.0	0.007	0.07	0.0	0.0
CKB	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKLF	0.325	0.0	0.129	0.0	0.433	0.0	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKM	0.166	0.0	0.0	0.242	0.095	0.0	0.0	0.493	0.0	0.0	0.147	0.0	0.0	0.362	0.194	0.0	0.304	0.0	0.0	0.0	0.041	0.0	0.016	0.0	0.03	0.0	0.31	0.0	0.0	0.0	0.159	0.0	0.0	0.0
CKMT1A	0.0	0.0	0.0	0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.026	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKMT1B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKMT2	0.618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.745	0.0	0.0	0.0	0.0	0.268	0.0	0.073	0.0	0.0	0.0	0.198	0.0	0.379	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKS1B	0.045	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.184	0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0
CKS2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.471	0.0	0.0	0.0	0.156	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLASP1	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLASP2	0.0	0.0	1.674	0.0	0.0	0.26	0.0	0.0	0.218	0.0	0.0	0.869	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.104	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.104	0.206	0.05	0.0	0.0
CLASRP	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0
CLC	0.444	0.0	0.0	0.096	0.263	0.0	0.0	0.0	0.0	0.073	0.0	0.052	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.409	0.0	0.0	0.013	0.0	0.258	0.0	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.046	0.08	0.0	0.0	0.0	0.098	0.0	0.132	0.0	0.0	0.0	0.0
CLCA2	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCA4	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.114	0.0	0.734	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCC1	0.181	0.0	0.815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0
CLCF1	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.153	0.0	0.21	0.079	0.0	0.249	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCN1	0.286	0.589	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.654	0.0	0.0	0.0	0.234	0.269	0.0	0.083	0.0	0.0	0.0	0.0	0.124	0.144	0.0	0.0	0.254	0.104	0.0	0.0
CLCN2	0.319	0.0	0.0	0.0	0.053	0.018	0.083	0.0	0.0	0.0	0.124	0.17	0.0	0.0	0.024	0.178	0.0	0.311	0.0	0.083	0.0	0.0	0.117	0.0	0.0	0.0	0.204	0.0	0.0	0.277	0.274	0.054	0.0	0.0
CLCN3	0.0	0.0	1.023	0.0	0.014	0.051	0.229	0.0	0.0	0.994	0.015	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0
CLCN4	0.0	0.371	0.0	0.105	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.177	0.0	0.389	0.276	0.0	0.0	0.0	0.0	0.349	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0
CLCN5	0.0	0.0	0.94	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.084	0.0
CLCN6	0.117	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.064	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.108	0.0
CLCN7	0.0	0.164	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.0	0.338	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0
CLCNKA	0.0	0.0	0.0	0.016	0.413	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.075	0.0	0.138	0.0	0.0	0.0	0.0	0.261	0.0	0.0	0.0
CLCNKB	0.072	0.0	0.0	0.0	0.0	0.47	0.014	0.0	0.0	0.293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0	0.0	0.0	0.0
CLDN1	0.0	0.0	1.051	0.0	0.0	0.0	0.0	0.212	0.0	0.0	0.0	0.216	0.0	0.0	0.0	0.0	0.153	0.0	0.122	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN10	0.0	0.71	0.0	0.0	0.092	0.091	0.0	0.127	0.407	0.0	0.195	0.0	0.0	0.781	0.0	0.241	0.123	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.014	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN11	0.0	0.217	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.122	0.259	0.0	0.166	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN12	0.127	0.0	0.063	0.0	0.0	0.093	0.0	0.358	0.0	0.14	0.0	0.032	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN14	0.0	0.386	0.0	0.235	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN15	0.0	0.0	0.253	0.0	0.193	0.062	0.0	0.0	0.0	0.0	0.042	0.0	0.164	0.0	0.0	0.091	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN16	0.479	0.614	0.0	0.187	0.0	0.06	0.0	0.452	0.0	0.053	0.015	0.0	0.0	0.169	0.151	0.217	0.04	0.058	0.092	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN17	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
