	System index	System clixo/louvain name	Genes	Selection pressure	p	q	Mutation model input	Rank of model input	Mutation count
365	20616	22212	RAB11B,RAB11FIP2,RAB11A,RAB11FIP1,RAB11FIP5	0.000019	0.1413	0.8474	0.136|0.117|0.098|0.0|0.0	2842|3008|3186|17469|17469	3|6|3|12|7
366	21390	22986	USP7,SPOP,SIAH1,AR,MYD88,DAXX,TRAF6,IL1R1	0.000014	0.1414	0.8474	0.949|0.27|0.184|0.0|0.0|0.0|0.0|0.0	138|1865|2466|17469|17469|17469|17469|17469	15|6|3|5|2|8|1|1
367	20408	22004	AKR1C4,AKR1C3,AKR1C1,AKR1C2	0.000020	0.1421	0.8474	0.201|0.099|0.0|0.0	2322|3173|17469|17469	5|4|2|2
368	19953	21549	CHRAC1,POLE3,SMARCA5,BAZ1A	0.000011	0.1422	0.8474	0.111|0.085|0.024|0.0	3055|3311|3911|17469	2|2|4|13
369	19991	21587	PPP1CA,PPP1R11,PPP1R13L,PPP1CB	0.000010	0.1422	0.8474	0.517|0.101|0.0|0.0	736|3146|17469|17469	7|2|5|4
370	20355	21951	MAPK8,JUN,JUND,ATF2	0.000002	0.1428	0.8474	0.187|0.175|0.0|0.0	2431|2554|17469|17469	4|4|2|2
371	21502	23099	MYOT,TNNT1,ACTA1,CAV3,TCAP,TPM2,TNNC1,ACTN2,C10orf71	0.000012	0.1429	0.8474	0.602|0.462|0.113|0.0|0.0|0.0|0.0|0.0|0.0	539|921|3042|17469|17469|17469|17469|17469|17469	10|7|4|2|1|2|2|11|3
372	20751	22347	GTF2E1,CDK7,GTF2H4,GTF2B,GTF2H1	0.000002	0.1455	0.8578	0.499|0.382|0.0|0.0|0.0	800|1223|17469|17469|17469	7|6|3|2|5
373	21662	23260	EP300,CREBBP,ZEB1,PCNA,RREB1,PRDM2,LCORL,CCNH,LCOR,POLR2A,MDM2,CTBP2,CTBP1	0.000005	0.1457	0.8578	2.061|1.788|0.687|0.328|0.191|0.15|0.092|0.0|0.0|0.0|0.0|0.0|0.0	11|16|379|1497|2403|2730|3254|17469|17469|17469|17469|17469|17469	63|51|14|5|16|16|4|3|3|11|3|7|3
374	21334	22930	EIF4A3,RBM8A,MAGOH,SRSF9,UPF3B,PNN,CASC3	0.000003	0.1461	0.8578	0.632|0.478|0.393|0.061|0.0|0.0|0.0	477|851|1180|3532|17469|17469|17469	9|5|4|3|4|6|7
375	21807	23406	CASP8,FADD,TNFRSF8,TBK1,TNFSF10,DEDD,TNFRSF1B,TANK,TNFRSF10B,CD40,TRADD,TRAF1,TRAF3,BIRC2,TRAF4,TRAF5,TRAF6,CASP10,TRAIP,TNF,TRAF2,MAP3K14,TNFRSF10A,CFLAR,LTBR,FAS	0.000002	0.1464	0.8578	0.953|0.539|0.345|0.316|0.256|0.24|0.119|0.045|0.035|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	135|677|1416|1566|1951|2053|2992|3681|3792|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	15|7|9|7|4|5|6|4|6|2|2|1|3|3|3|1|1|1|1|3|4|0|5|3|4|1
376	20500	22096	SNRPE,LSM2,SART1,SNRPD2	0.000002	0.1466	0.8578	0.148|0.052|0.0|0.0	2745|3616|17469|17469	2|2|2|1
377	21441	23037	NCOA1,RARB,NR1H4,RARA,RXRB,ESRRA,KAT2B,PPARGC1A	0.000031	0.1474	0.8602	1.148|0.434|0.137|0.0|0.0|0.0|0.0|0.0	70|1023|2830|17469|17469|17469|17469|17469	22|8|4|4|5|3|4|15
378	22491	cut0.3-480	709 genes including: FBXW7,CDKN2A,NFE2L2,FBN2,LPA,PROS1,ADAM10,EPG5,CFHR4,F11,ARHGAP31,CACNA2D1,HAO2,DPYS,FMO3,LRRC41,FAM171A1,SLC27A2,ECI2,CYP2A7,GYS2,SERPINC1,CROT,ADH6,F5,F7,GLUD2,HMGCS2,PON1,ACSM5,CFHR2,ABCB4,EMILIN3,CAT,FGA,PBLD,ACSS3,ITIH2,BLVRA,PYGO1,ANXA9,CYP2A6,SLCO1A2,SAA4,FAM198B,CXorf38,ACOX2,BCL9L,FCN3,DDHD1	0.015441	0.1481	0.8615	1.885|1.742|1.584|1.099|0.991|0.96|0.946|0.943|0.916|0.907|0.901|0.879|0.836|0.824|0.795|0.782|0.729|0.696|0.68|0.68|0.673|0.672|0.661|0.659|0.648|0.619|0.614|0.589|0.578|0.571|0.564|0.558|0.555|0.544|0.533|0.53|0.529|0.525|0.514|0.476|0.443|0.442|0.441|0.439|0.438|0.432|0.422|0.422|0.415|0.415	14|18|23|80|113|127|140|141|160|167|173|191|223|237|255|270|325|364|390|390|398|401|419|423|443|503|514|563|587|605|620|633|638|663|691|698|702|712|745|862|975|981|987|999|1006|1032|1065|1065|1088|1088	33|27|26|34|19|14|13|28|12|10|20|19|10|13|12|13|12|11|10|11|13|8|12|7|22|9|10|9|7|10|7|10|11|9|14|7|14|11|6|6|8|8|10|4|8|6|10|11|6|10
379	21038	22634	TRAT1,IL12B,LY9,SH2D1A,SLAMF1,IL2	0.000003	0.1484	0.8615	0.294|0.165|0.017|0.0|0.0|0.0	1704|2623|3997|17469|17469|17469	4|4|9|1|0|1
380	21109	22705	RAD51,CDCA5,CDC45,ASF1B,PKMYT1,CDK1	0.000006	0.1499	0.8679	0.483|0.144|0.111|0.0|0.0|0.0	841|2775|3055|17469|17469|17469	7|4|8|2|1|1
381	22492	cut0.3-481	969 genes including: ZFP36L1,NFE2L2,PTEN,ZFP36L2,CD101,CPD,CASP8,MYO1F,CD1D,CASP1,ITGA4,TPO,RBM47,ARHGAP30,BLNK,SP140,CEACAM8,SYTL3,STAT1,ARHGAP9,CORO6,ACP5,IL21R,CR2,FERMT3,IKZF3,RGS18,GBP1,GCSAM,MPEG1,KHDRBS1,IL16,CARD6,CD86,GAPT,PRAM1,CASP5,KIT,IFI16,GIMAP6,LILRB3,RAB38,EIF2AK2,CD200,IL33,TXK,ITK,SLCO1B1,KIR3DL1,GIMAP2	0.003405	0.1507	0.8703	1.847|1.584|1.205|1.098|1.074|0.999|0.953|0.924|0.902|0.859|0.842|0.787|0.735|0.728|0.718|0.714|0.699|0.692|0.688|0.68|0.674|0.651|0.65|0.645|0.611|0.59|0.578|0.57|0.564|0.554|0.546|0.541|0.53|0.524|0.518|0.508|0.507|0.504|0.495|0.477|0.472|0.47|0.469|0.466|0.462|0.462|0.457|0.449|0.44|0.434	15|23|58|82|86|112|135|153|171|211|216|264|315|329|344|349|361|369|374|390|396|438|439|447|523|561|587|607|620|640|658|672|698|716|735|766|769|782|814|859|885|892|894|904|921|921|934|957|992|1023	30|26|16|15|17|22|15|20|11|11|15|16|12|13|9|17|8|10|11|13|10|8|8|15|14|7|7|10|6|11|9|11|13|7|5|10|8|12|10|6|10|5|9|5|6|9|7|10|5|6
382	20761	22357	CDKN2A,CDK6,CDKN2B,CDK4,CDKN2C	0.000004	0.1515	0.8726	1.742|0.037|0.033|0.016|0.0	18|3764|3816|4005|17469	27|5|2|4|1
383	21204	22800	CLTC,SYNJ1,AP2A1,AP2M1,NUMB,RALBP1	0.000001	0.1542	0.8858	0.571|0.111|0.043|0.0|0.0|0.0	605|3055|3697|17469|17469|17469	19|18|5|2|3|2
384	21775	23374	CYC1,COX5A,NDUFB5,ATP5C1,ATP5A1,ATP5F1,ATP5E,NDUFA9,ATP5I,ATP5J,ATP5L,ATP5O,MT-ATP6,UQCRC1,UQCRC2,UQCRFS1,UQCRQ,ATP5B,ATP5D,NDUFB3,ATP5H	0.000002	0.1548	0.8870	0.653|0.492|0.196|0.153|0.133|0.107|0.046|0.008|0.008|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	436|821|2364|2708|2865|3094|3671|4097|4097|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	8|5|3|4|7|3|1|4|1|1|1|2|0|2|4|3|1|4|1|0|1
385	21050	22646	C2CD3,CCDC14,CEP135,CEP72,CEP131,CSPP1	0.000003	0.1576	0.9007	0.856|0.088|0.008|0.0|0.0|0.0	212|3285|4097|17469|17469|17469	20|7|9|5|0|11
386	20286	21882	PSEN1,PKP2,DSP,JUP	0.000004	0.1587	0.9046	0.142|0.048|0.0|0.0	2792|3657|17469|17469	8|10|27|5
387	21632	23230	MPEG1,ELMO1,IFNG,IL12B,LCP2,AOAH,PIK3CD,SASH3,CCR1,IKZF1,LCP1,CYBB	0.000005	0.1600	0.9074	0.554|0.306|0.242|0.165|0.127|0.094|0.0|0.0|0.0|0.0|0.0|0.0	640|1631|2039|2623|2923|3230|17469|17469|17469|17469|17469|17469	11|10|3|4|5|9|9|2|1|6|4|3
388	20258	21854	PARD3,PRKCI,DLG1,DLG3	0.000005	0.1600	0.9074	1.277|0.386|0.023|0.0	50|1207|3926|17469	24|9|10|6
389	20274	21870	BMPR2,ACVR1,BMPR1B,BMP6	0.000005	0.1637	0.9252	0.313|0.083|0.002|0.0	1588|3330|4163|17469	10|6|5|5
390	22046	cut0.25-206	1230 genes including: TP53,RB1,KDM6A,ARID1A,KMT2D,KMT2C,ERCC2,CREBBP,ASXL2,PHF3,KANSL1,RBM26,BCLAF1,TRRAP,PSIP1,DIDO1,SF3B1,USP34,PTEN,SF3B3,STAG2,FNBP4,NKTR,MECOM,CHD2,ATN1,SMARCA2,RAD21,CDK12,ARID2,ZC3H13,RC3H1,RNF111,ARID1B,RBBP6,ZMYM4,SCAF4,USP7,C15orf39,THRAP3,RBM10,RSRC2,SMC6,HELZ,PCF11,PAPOLA,CTNNB1,CSNK2A1,LEO1,NUP107	0.012160	0.1642	0.9252	3.608|2.747|2.708|2.674|2.609|2.173|1.915|1.788|1.648|1.473|1.438|1.374|1.359|1.345|1.332|1.322|1.313|1.305|1.205|1.187|1.184|1.16|1.16|1.159|1.132|1.118|1.089|1.07|1.059|1.052|1.018|1.012|1.009|1.009|1.002|0.989|0.962|0.949|0.933|0.93|0.928|0.925|0.91|0.902|0.895|0.895|0.891|0.889|0.884|0.879	1|3|4|5|6|9|12|16|22|28|32|37|38|40|43|44|45|46|58|60|61|67|67|68|72|76|84|88|94|95|103|106|109|109|111|115|126|138|146|148|149|152|166|171|176|176|178|181|185|191	200|77|104|104|117|79|38|51|35|29|24|20|22|38|20|35|24|38|16|22|56|17|22|19|28|16|26|17|29|32|17|20|17|24|20|20|20|15|16|17|17|12|12|21|20|11|14|12|13|12
391	20571	22167	CENPN,CENPH,CENPM,CENPA	0.000005	0.1644	0.9252	0.084|0.032|0.0|0.0	3320|3825|17469|17469	4|3|0|1
392	21330	22926	RIOK2,GAPVD1,PER1,TSR1,NOB1,CSNK1E,CSNK1D	0.000005	0.1701	0.9548	0.823|0.216|0.051|0.0|0.0|0.0|0.0	239|2223|3632|17469|17469|17469|17469	10|12|6|5|6|3|3
393	21597	23194	CCDC77,FOPNL,CCDC14,PCM1,CEP72,CEP131,BBS4,CCDC138,KIAA0753,MIB1,SSX2IP	0.000003	0.1729	0.9667	0.202|0.148|0.088|0.019|0.0|0.0|0.0|0.0|0.0|0.0|0.0	2315|2745|3285|3971|17469|17469|17469|17469|17469|17469|17469	5|3|7|9|5|0|4|5|9|9|4
394	20128	21724	UBE2N,UBE2V2,SHPRH,RAD18	0.000002	0.1731	0.9667	0.377|0.09|0.012|0.0	1248|3271|4054|17469	4|2|11|2
395	20854	22450	HLA-E,KLRC2,KLRD1,HLA-C,KLRC1	0.000010	0.1744	0.9715	0.366|0.117|0.0|0.0|0.0	1310|3008|17469|17469|17469	6|4|1|2|0
396	21638	23236	SRC,IFNG,SIRPB2,PSMB9,GRAP2,TLR4,ARRB2,WAS,TLR2,SIGLEC9,SPI1,CD14	0.000002	0.1771	0.9817	0.324|0.242|0.142|0.087|0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1515|2039|2792|3295|3962|17469|17469|17469|17469|17469|17469|17469	6|3|4|3|3|7|3|5|3|2|2|3
397	21800	23399	MRPS22,MRPS18C,MRPS6,MRPS28,MRPS26,MRPS7,MRPS31,MRPS34,MRPS21,MRPS35,MRPS10,MRPS11,MRPS14,MRPS15,MRPS16,MRPS18B,MRPS2,MRPS23,MRPS25,MRPS27,MRPS33,DAP3,MRPS5,MRPS9,PTCD3	0.000004	0.1775	0.9817	0.523|0.219|0.133|0.114|0.108|0.096|0.071|0.047|0.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	718|2198|2865|3035|3085|3213|3441|3665|3854|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	7|3|2|3|3|4|5|3|1|3|1|0|2|1|0|3|1|1|1|2|0|5|2|2|6
398	21052	22648	BMP5,BMPR2,BMPR1A,BMP2,BMP6,BMP7	0.000002	0.1779	0.9817	0.368|0.313|0.0|0.0|0.0|0.0	1299|1588|17469|17469|17469|17469	7|10|3|1|5|4
399	21416	23012	SPRR1B,SPRR2D,SPRR2A,KRT16,SPRR2E,KRT6A,KRT6B,SPRR1A	0.000010	0.1780	0.9817	0.25|0.1|0.1|0.0|0.0|0.0|0.0|0.0	1999|3162|3162|17469|17469|17469|17469|17469	2|1|1|5|0|5|3|1
400	20857	22453	GOLGA5,RAB1A,ARF1,SEC22B,COPB1	0.000002	0.1802	0.9913	0.611|0.07|0.0|0.0|0.0	523|3455|17469|17469|17469	11|2|0|0|5
401	20963	22559	ARPC4,COTL1,GMFG,CAPG,ARPC1B	0.000007	0.1811	0.9938	0.514|0.099|0.0|0.0|0.0	745|3173|17469|17469|17469	5|2|1|1|1
402	22479	cut0.3-469	160 genes including: PLCL1,CCDC36,GPR141,RFTN2,FAT4,DZIP1,C1QTNF7,KIAA1614,GALNT15,EVC2,BOC,BEND6,CPED1,C1orf54,ARHGAP20,ZNF781,METTL24,MPZ,SYT15,CEP85L,HDHD3,CDH19,ABI3BP,ADAMTSL3,NPHS2,SEMA3G,FGF10,SPARCL1,CYTL1,COL21A1,LHFP,GRID1,JAM3,WNT2B,LRRN4CL,FAM180A,PMP22,ALDH1L2,KIAA0355,FTO,SSPN,STON1,RSPO1,CLMP,ZNF354C,CADM3,FXYD1,CTSO,ABCA9,MARVELD1	0.000397	0.1852	1.0000	0.866|0.753|0.74|0.727|0.708|0.544|0.543|0.534|0.495|0.445|0.438|0.434|0.414|0.373|0.373|0.37|0.326|0.316|0.302|0.297|0.281|0.273|0.262|0.221|0.154|0.153|0.139|0.13|0.104|0.087|0.074|0.066|0.04|0.027|0.024|0.02|0.017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	206|298|312|332|353|663|668|685|814|968|1006|1023|1095|1270|1270|1282|1504|1566|1655|1684|1790|1839|1911|2188|2697|2708|2812|2894|3123|3295|3419|3502|3723|3883|3911|3962|3997|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	15|13|9|11|63|13|6|12|10|15|14|6|13|4|14|7|5|4|6|8|4|11|10|17|4|8|4|8|2|9|3|12|4|4|3|2|2|8|6|4|1|0|1|4|4|4|0|3|16|0
403	20971	22567	C1QA,APOA4,APOC1,CIITA,APOE,C1S	0.000002	0.1853	1.0000	0.316|0.23|0.004|0.0|0.0|0.0	1566|2117|4140|17469|17469|17469	3|5|1|8|2|7
404	22386	cut0.3-382	TNP1,TNP2,PRM1,BOD1L2,AKAP4,PRM2	0.000020	0.1861	1.0000	0.095|0.074|0.074|0.0|0.0|0.0	3222|3419|3419|17469|17469|17469	1|2|1|0|2|1
405	20996	22592	RB1,RBL2,LIN9,E2F4,MYBL2,LIN37	0.000001	0.1863	1.0000	2.747|0.066|0.0|0.0|0.0|0.0	3|3502|17469|17469|17469|17469	77|10|2|2|6|1
406	20215	21811	USP8,CHMP4C,PTPN23,CHMP4B	0.000002	0.1869	1.0000	0.417|0.014|0.0|0.0	1082|4029|17469|17469	14|3|3|2
407	20194	21790	COPS2,NCOA3,VDR,PSMC5	0.000001	0.1871	1.0000	0.754|0.188|0.0|0.0	297|2425|17469|17469	10|16|2|4
408	22477	cut0.3-467	170 genes including: FBXW7,NFE2L2,HSP90AA1,DCAF12,CSNK2A1,KLHDC2,COPS2,FBXO34,FBXL7,ZNF507,DCAF6,SPSB2,CUL1,COPS4,WEE1,CSN3,CUL2,CUL3,BRWD1,SKP1,FBXO27,OSGEP,KBTBD2,DCUN1D2,ZC3HC1,SKP2,CUL4B,RNF2,DCAF16,BTBD2,FBXO4,DCAF10,AKT3,KCTD17,DTL,ASB8,PRAME,FBXO30,RNF7,DDB1,DCUN1D1,IBTK,COPS3,PCMTD2,SPSB4,ASB3,RPL5,SENP3,PSMA7,FBXO10	0.000051	0.1875	1.0000	1.885|1.584|1.227|1.094|0.889|0.833|0.754|0.714|0.695|0.611|0.57|0.515|0.48|0.461|0.439|0.408|0.401|0.386|0.352|0.337|0.327|0.319|0.309|0.308|0.308|0.307|0.298|0.284|0.276|0.265|0.25|0.241|0.209|0.203|0.188|0.174|0.133|0.107|0.104|0.083|0.077|0.06|0.048|0.048|0.013|0.01|0.01|0.006|0.0|0.0	14|23|55|83|181|226|297|349|366|523|607|740|847|926|999|1121|1150|1207|1383|1459|1501|1550|1615|1619|1619|1624|1678|1767|1812|1896|1999|2047|2265|2312|2425|2565|2865|3094|3123|3330|3386|3543|3657|3657|4045|4079|4079|4116|17469|17469	33|26|21|14|12|11|10|11|12|16|13|6|19|8|9|5|10|9|22|5|5|5|7|5|9|6|9|5|3|7|5|4|7|4|6|4|5|6|3|9|3|13|7|4|2|7|3|4|1|4
409	19954	21550	DKK3,DKK2,FZD8,DKK1	0.000002	0.1875	1.0000	0.276|0.022|0.0|0.0	1812|3938|17469|17469	5|4|6|2
410	21854	23454	RPL26,RPS18,RPL23A,RPL17,MALSU1,MRPL32,MRPS18C,MRPL30,MRPS7,MRPL40,MRPL11,GADD45GIP1,RPS20,RPL32,RPL35,MRPL13,MRPL14,MRPL15,MRPL17,MRPL2,MRPL22,MRPL24,MRPL27,MRPL3,MRPL33,MRPL47,RPS19,MRPL51,MRPL52,RPS14,RPS15,RPS15A,MRPL58,MRPS10,MRPS11,MRPS14,MRPS15,MRPS17,MRPS18A,RPS3,RPS8	0.000019	0.1878	1.0000	0.4|0.38|0.346|0.335|0.292|0.252|0.219|0.105|0.096|0.088|0.048|0.042|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1153|1230|1411|1469|1718|1982|2198|3117|3213|3285|3657|3709|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	4|5|4|4|4|3|3|2|4|4|2|3|2|1|0|2|0|1|2|0|1|2|1|4|2|2|1|1|1|0|1|0|0|1|0|2|1|3|1|0|2
411	20279	21875	PPP3CA,PPP3CB,PPP3CC,PPP3R1	0.000006	0.1879	1.0000	0.316|0.047|0.0|0.0	1566|3665|17469|17469	7|6|5|1
412	21062	22658	FADD,RIPK3,RIPK1,BIRC2,BIRC3,CASP3	0.000001	0.1887	1.0000	0.539|0.125|0.035|0.0|0.0|0.0	677|2943|3792|17469|17469|17469	7|6|7|3|3|2
413	20369	21965	PPP3CA,PPP3CB,RCAN2,RCAN1	0.000006	0.1892	1.0000	0.316|0.047|0.0|0.0	1566|3665|17469|17469	7|6|2|2
414	21777	23376	MTDH,RPL4,RPL26,RPS2,RPL10A,RPL7,RPS13,RPL6,RPL5,RPL12,RPL13,RPL13A,RPL18A,RPL23,RPL3,RPL32,RPL7A,RPL8,RPLP0,RPL27A,XPC	0.000003	0.1943	1.0000	0.596|0.486|0.4|0.302|0.123|0.051|0.04|0.038|0.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	550|837|1153|1655|2964|3632|3723|3746|4079|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	7|7|4|5|3|3|2|3|3|0|2|0|1|3|1|1|0|2|3|0|5
415	22316	cut0.3-303	DKK3,DKK2,DKK4,FZD8	0.000002	0.1947	1.0000	0.276|0.022|0.0|0.0	1812|3938|17469|17469	5|4|1|6
416	22364	cut0.3-356	CEACAM8,BGLAP,CEACAM1,CEACAM3,CEACAM6,CEACAM5	0.000003	0.1969	1.0000	0.699|0.131|0.0|0.0|0.0|0.0	361|2886|17469|17469|17469|17469	8|2|4|2|4|5
417	22359	cut0.3-350	ZNF91,ZNF675,ZNF714,ZNF431	0.000007	0.1976	1.0000	0.55|0.043|0.0|0.0	647|3697|17469|17469	22|7|9|4
418	20738	22334	YWHAZ,PRKCI,PARD6B,WWC1,PTPN14	0.000001	0.2009	1.0000	0.578|0.386|0.019|0.0|0.0	587|1207|3971|17469|17469	7|9|4|8|8
419	19952	21548	APOA4,ALB,COL6A3,COL15A1	0.000001	0.2014	1.0000	0.23|0.15|0.0|0.0	2117|2730|17469|17469	5|8|29|12
420	21846	23446	EIF3A,EIF3I,RPL26,PRRC2B,RPS6,EIF5,RPL24,EIF4A1,EIF3K,EIF3M,RPL7,RPL11,RPL13,RPL13A,RPL14,RPS15,EIF3J,EIF1,RPS25,RPL27A,RPL3,RPL30,RPS14,RPS4X,RPL35,RPS5,EIF3H,RPL38,EIF3B,EIF3C,EIF3CL,EIF3D,EIF3E,EIF3F,RPL7A,RPL8,EIF3L,EIF4B,EIF3G	0.000023	0.2019	1.0000	0.491|0.483|0.4|0.374|0.362|0.338|0.28|0.258|0.224|0.22|0.051|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	825|841|1153|1261|1334|1455|1798|1939|2173|2192|3632|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	15|7|4|18|6|7|4|5|4|6|3|3|2|0|0|1|2|1|0|0|1|0|0|4|0|2|1|0|7|0|0|7|5|3|0|2|6|5|2
421	20068	21664	VEGFA,PGF,FLT1,VEGFB	0.000003	0.2019	1.0000	0.438|0.038|0.0|0.0	1006|3746|17469|17469	7|2|8|2
422	22045	cut0.25-205	1275 genes including: ZFP36L1,NFE2L2,PTEN,ZFP36L2,CD101,ALPK2,PCDH9,CPD,SESN3,CASP8,MYO1F,CD1D,PLCL2,CASP1,ITGA4,TPO,CD1E,GPR141,RBM47,ARHGAP30,BLNK,SP140,CEACAM8,SYTL3,STAT1,ARHGAP9,CORO6,FOXE1,ACP5,IL21R,CR2,SLC14A1,FERMT3,IKZF3,RGS18,GBP1,GCSAM,MPEG1,KHDRBS1,NFKBIA,IL16,CARD6,CD86,GAPT,PRAM1,CASP5,KIT,IFI16,PTGER2,GIMAP6	0.000218	0.2056	1.0000	1.847|1.584|1.205|1.098|1.074|1.06|1.035|0.999|0.968|0.953|0.924|0.902|0.874|0.859|0.842|0.787|0.747|0.74|0.735|0.728|0.718|0.714|0.699|0.692|0.688|0.68|0.674|0.66|0.651|0.65|0.645|0.635|0.611|0.59|0.578|0.57|0.564|0.554|0.546|0.544|0.541|0.53|0.524|0.518|0.508|0.507|0.504|0.495|0.492|0.477	15|23|58|82|86|92|101|112|121|135|153|171|196|211|216|264|305|312|315|329|344|349|361|369|374|390|396|421|438|439|447|470|523|561|587|607|620|640|658|663|672|698|716|735|766|769|782|814|821|859	30|26|16|15|17|20|22|22|12|15|20|11|16|11|15|16|13|9|12|13|9|17|8|10|11|13|10|9|8|8|15|8|14|7|7|10|6|11|9|6|11|13|7|5|10|8|12|10|8|6
423	21473	23069	KLF5,SP1,RELA,STAT3,USF1,PRKCD,CREB1,PPARG,CEBPB	0.000004	0.2071	1.0000	1.414|0.265|0.247|0.0|0.0|0.0|0.0|0.0|0.0	35|1896|2012|17469|17469|17469|17469|17469|17469	22|10|6|5|3|8|0|15|2
424	21709	23308	EP300,BRCA1,NFATC1,SIRT1,JUN,FOSL1,PARP1,USF1,NFATC2,SATB1,CHEK1,IKZF1,CREB1,USF2,MYC	0.000001	0.2077	1.0000	2.061|1.175|0.636|0.623|0.175|0.149|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	11|62|465|495|2554|2737|17469|17469|17469|17469|17469|17469|17469|17469|17469	63|21|14|10|4|4|11|3|12|6|4|6|0|1|3
425	21649	23247	CYC1,ATP5C1,ATP5A1,ATP5F1,NDUFA9,PDHA1,SLC25A4,UQCRFS1,SLC25A5,ATP5B,MRPL15,SLC25A3	0.000002	0.2087	1.0000	0.653|0.153|0.133|0.107|0.008|0.0|0.0|0.0|0.0|0.0|0.0|0.0	436|2708|2865|3094|4097|17469|17469|17469|17469|17469|17469|17469	8|4|7|3|4|5|2|3|1|4|1|1
426	20946	22542	CDC42,ARHGEF3,FGD3,FGD1,FGD2	0.000006	0.2095	1.0000	0.328|0.325|0.0|0.0|0.0	1497|1510|17469|17469|17469	4|7|3|7|5
427	22014	cut0.25-169	AQP2,AQP5,AQP6,MIP,AQP1,AQP3,AQP4	0.000001	0.2131	1.0000	0.215|0.211|0.185|0.0|0.0|0.0|0.0	2228|2258|2455|17469|17469|17469|17469	4|4|4|3|3|2|4
428	21075	22671	NDUFV2,NDUFS4,NDUFS3,NDUFS5,NDUFS6,NDUFV3	0.000002	0.2132	1.0000	0.417|0.097|0.0|0.0|0.0|0.0	1082|3203|17469|17469|17469|17469	5|2|1|0|1|4
429	20737	22333	MIOS,SESN2,WDR24,GATSL3,WDR59	0.000003	0.2148	1.0000	0.246|0.044|0.0|0.0|0.0	2016|3687|17469|17469|17469	15|4|4|2|5
430	21401	22997	RPL24,BTF3,RPS13,RPL6,RPL19,RPL23,RPS3,RPS23	0.000003	0.2166	1.0000	0.28|0.055|0.04|0.038|0.0|0.0|0.0|0.0	1798|3587|3723|3746|17469|17469|17469|17469	4|3|2|3|1|3|0|0
431	20631	22227	C1QA,FCGR2A,AIF1,FOLR2,C1QC	0.000002	0.2171	1.0000	0.316|0.225|0.0|0.0|0.0	1566|2160|17469|17469|17469	3|5|0|1|0
432	21060	22656	DAB2,LRRK2,RHOC,DVL2,DVL3,ROCK2	0.000005	0.2194	1.0000	0.374|0.321|0.0|0.0|0.0|0.0	1261|1539|17469|17469|17469|17469	9|33|0|8|5|15
433	22320	cut0.3-308	ERBB2,GNPNAT1,PGM3,GFPT1,GFPT2	0.000002	0.2209	1.0000	1.434|0.026|0.0|0.0|0.0	33|3894|17469|17469|17469	50|2|2|6|6
434	22393	cut0.3-389	EGF,KDR,VEGFA,PGF,VWF,FLT1,PIGF,EXOC3L2,ADIPOQ,CDH5,FLT4,VEGFB	0.000002	0.2223	1.0000	0.886|0.564|0.438|0.038|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	183|620|1006|3746|17469|17469|17469|17469|17469|17469|17469|17469	19|15|7|2|20|8|1|3|2|11|12|2
435	22388	cut0.3-384	IFNA4,IFNA2,IFNA5,IFNA14,IFNA6,IFNA8	0.000003	0.2236	1.0000	0.334|0.022|0.016|0.0|0.0|0.0	1473|3938|4005|17469|17469|17469	4|2|2|1|0|1
